=== SETTINGS ===
{'noise_lvl': 1, 'level': 2, 'add_noise': [('a', 0.1)], 'inner': 'a [d=4] b', 'noise_dens': 0.1, 'nb_occs': 500, 'p_down': 10, 'j': 2, 'p_up': 25, 'overlap': False}
20/20	(1.000)	9 << No cover match, worse code length
1132.081649 1309.593783 4444.807112
1205.705366 1472.285178 4875.642468
1188.548728 1384.539094 4651.128318
1470.970537 1868.252648 6099.436754
2277.945316 2925.685779 9464.875600
2339.589805 3663.387667 10192.833938
2114.854721 2844.586055 9036.087059
1801.738369 2550.602348 7452.226040
1595.777917 2437.155065 6591.097239
1668.139636 2083.665460 6923.274796
2223.039403 2890.492487 9494.666678
1274.845698 1781.249257 5147.029057
1139.480018 1407.263768 4398.105668
905.820476 1069.652753 3455.747620
1566.210544 1766.533162 6272.365857
2315.822123 3306.500422 10091.361336
701.521785 852.226413 2499.036993
2396.033918 2902.374119 10095.663524
931.686939 1312.371382 3590.841267
1208.388303 1710.332277 4838.222614
