=== SETTINGS ===
{'noise_lvl': 2, 'level': 1, 'add_noise': [('a', 0.1)], 'inner': 'a', 'noise_dens': 0.1, 'nb_occs': 500, 'p_down': 5, 'j': 1, 'p_up': 10, 'overlap': False}
20/20	(1.000)	10 << No cover match, better code length
1381.153411 1336.776562 5497.502898
1096.789874 1044.301782 4269.684884
1418.254783 1376.816596 5667.977338
1433.351945 1300.282365 5614.723933
1587.683263 1549.117775 6321.526035
1186.446557 1161.575864 4700.606621
1347.523820 1314.767163 5455.359613
1183.947002 1083.033337 4617.570541
1091.200763 998.905904 4172.725046
1313.544826 1215.391965 5240.987186
1091.353048 996.890597 4130.780645
1100.424074 1100.052265 4153.670733
1366.148952 1238.225546 5368.210021
1200.631369 1163.597238 4781.685174
1078.661515 1074.262782 4115.201777
1114.255924 1061.332316 4373.574783
1286.362159 1149.925439 5106.104010
1403.866681 1362.792091 5559.288618
1119.636327 1067.301782 4265.124849
1501.711573 1469.102578 6136.943590
