=== SETTINGS ===
{'noise_lvl': 3, 'level': 3, 'add_noise': [('a', 0.1)], 'inner': 'a', 'noise_dens': 0.1, 'nb_occs': 250, 'p_down': 10, 'j': 0, 'p_up': 25, 'overlap': False}
20/20	(1.000)	9 << No cover match, worse code length
614.804475 913.314044 2047.061227
434.107533 618.446546 1359.953699
526.682952 738.411894 1748.617475
568.922293 758.272921 1920.461261
422.035447 648.172059 1352.091980
623.961991 1021.078789 2115.653954
530.157733 792.761974 1752.376914
513.669243 891.132263 1769.872233
594.611294 741.672391 1960.743879
463.648494 666.967129 1543.647682
391.973730 614.340524 1265.199309
579.162801 684.398522 1980.349268
527.839311 803.097697 1750.270380
352.220693 523.857905 1053.937364
517.766286 890.446770 1660.309250
491.834135 678.707819 1656.533954
514.940150 710.539748 1696.856325
620.845475 794.350559 2171.759952
409.588791 727.436297 1337.973421
386.276630 728.949613 1195.005222
