=== SETTINGS ===
{'noise_lvl': 0, 'level': 1, 'add_noise': [('a', 0.1)], 'inner': 'a', 'noise_dens': 0.0, 'nb_occs': 250, 'p_down': 10, 'j': 0, 'p_up': 25, 'overlap': False}
20/20	(1.000)	9 << No cover match, worse code length
654.633984 836.790718 2628.168091
646.565455 799.854564 2768.071516
693.232884 870.637042 2871.933965
766.516507 1058.309961 3241.265888
724.473918 860.703255 2916.516079
581.288059 652.626745 2281.630137
684.831733 921.078505 2839.725098
710.320031 888.951182 2980.905277
621.061962 691.096822 2431.292891
799.349562 1172.997109 3324.494931
543.257515 696.654244 2248.748307
533.603609 698.584610 2127.341111
547.427702 652.332316 2185.701168
659.200795 803.022693 2775.441588
621.412979 637.903364 2503.804858
714.256320 882.861450 2932.940147
514.618266 614.246741 2044.458307
701.394436 870.825679 2851.711084
732.602732 808.444012 2934.377951
585.240931 799.894461 2393.586917
