=== SETTINGS ===
{'noise_lvl': 1, 'level': 3, 'add_noise': [('a', 0.1)], 'inner': 'a', 'noise_dens': 0.2, 'nb_occs': 500, 'p_down': 5, 'j': 1, 'p_up': 10, 'overlap': False}
20/20	(1.000)	9 << No cover match, worse code length
1149.279353 1976.549817 4256.616610
698.074571 1007.503448 2416.601648
1326.814806 1804.315842 5068.109474
1025.977774 1725.941505 3788.329084
934.055643 1252.015253 3300.463828
1010.311755 1364.291440 3612.514747
931.405259 1495.987486 3324.393164
1181.533191 1735.285610 4435.532433
1246.330732 2132.037087 4668.532760
770.352317 1422.568360 2652.889663
1345.976733 1771.775890 5008.421252
1161.543748 1615.133794 4323.603869
866.993370 1367.406532 2955.090695
945.768081 1473.362745 3494.472217
751.791290 1220.156319 2593.237345
750.221956 820.650968 2402.603150
966.623993 1241.315141 3488.468940
1027.861167 1700.576383 3695.891503
984.217450 1470.216091 3543.899175
832.315449 902.338257 2775.957460
