=== SETTINGS ===
{'noise_lvl': 1, 'level': 3, 'add_noise': [('a', 0.1)], 'inner': 'a [d=1] c [d=2] d', 'noise_dens': 0.1, 'nb_occs': 500, 'p_down': 10, 'j': 3, 'p_up': 25, 'overlap': False}
20/20	(1.000)	9 << No cover match, worse code length
3059.674701 3865.178593 13278.666144
3469.182232 5488.846965 15574.210033
3048.124403 4132.065487 13410.881058
2109.931106 2589.113618 8620.373467
2254.864725 3590.912026 9685.062688
3745.403215 6263.741142 16907.599717
2860.752466 4017.808475 12366.250468
3781.040220 5369.179988 16892.250842
3048.167051 4272.049289 13424.381513
2243.599283 3142.478868 9433.453749
2297.780931 3241.212307 9887.368561
2726.633081 3812.097299 11874.887976
3803.058078 6194.218036 17005.831647
3411.699172 4518.151236 14830.191944
2870.933196 4313.275842 12456.915195
3041.531918 4498.195991 13302.988627
2271.195619 2864.117691 9581.655901
4155.651560 6307.805596 18578.699102
2237.545282 3040.559008 9386.674223
2790.100919 3907.357617 11858.023426
