=== SETTINGS ===
{'noise_lvl': 3, 'level': 1, 'add_noise': [('a', 0.1)], 'inner': 'a', 'noise_dens': 0.3, 'nb_occs': 250, 'p_down': 10, 'j': 0, 'p_up': 25, 'overlap': False}
20/20	(1.000)	9 << No cover match, worse code length
742.473235 846.423329 2501.780504
729.119666 884.744282 2538.438541
690.958936 903.893159 2352.758369
706.205153 869.383930 2386.889703
849.875531 1088.173267 2923.856939
876.798776 1138.197313 2976.616095
709.199125 721.949029 2357.792800
654.753694 873.885780 2338.484902
829.124772 1009.903682 2870.516217
839.314972 997.867327 2945.529552
649.372553 672.791748 2082.928918
860.770069 870.025183 2747.817581
814.247578 1014.193790 2847.199807
863.905808 963.562242 2986.780555
756.588061 1001.265882 2607.497007
829.856752 904.469133 2776.651430
725.777150 829.570271 2475.769911
659.357642 708.626919 2202.746535
914.920329 1178.114792 3223.090231
790.597667 973.967384 2731.391790
