=== SETTINGS ===
{'noise_lvl': 2, 'level': 2, 'add_noise': [('a', 0.1)], 'inner': 'a', 'noise_dens': 0.1, 'nb_occs': 500, 'p_down': 5, 'j': 1, 'p_up': 10, 'overlap': False}
20/20	(1.000)	9 << No cover match, worse code length
937.417555 1037.625252 3413.835748
527.800741 638.265762 1782.015013
943.521039 995.675240 3537.970475
807.208593 1083.193091 3027.044186
1108.623231 1153.880516 4194.976086
593.890561 697.370407 2103.590083
523.108777 559.954560 1710.850744
799.510563 1161.264600 2956.171299
474.161856 533.350489 1487.325759
853.676442 915.784808 3104.748990
1215.213369 1425.433788 4650.896292
733.882966 905.313803 2654.937345
899.085906 1204.108743 3328.962907
451.224421 539.299260 1478.585820
993.025207 1257.809469 3726.990885
900.623208 1143.201774 3461.153611
877.708766 979.677043 3243.821530
468.076530 564.906703 1575.313827
348.371080 425.892048 1072.473213
871.119690 950.944712 3264.170136
