=== SETTINGS ===
{'noise_lvl': 1, 'level': 1, 'add_noise': [('a', 0.1)], 'inner': 'a [d=4] b', 'noise_dens': 0.1, 'nb_occs': 500, 'p_down': 10, 'j': 2, 'p_up': 25, 'overlap': False}
20/20	(1.000)	9 << No cover match, worse code length
2964.561060 3969.522843 13601.811966
3284.380210 4072.831104 14713.293951
3009.486504 4050.182126 13501.042755
3223.804543 4145.086549 14747.670314
2280.514532 2985.988289 10209.685851
2974.806979 3008.354762 12864.894616
2794.522508 3277.943267 12331.452134
2695.525440 2782.608863 11414.689487
2407.990183 2901.428430 10517.651500
2634.081185 2887.291444 11666.196338
3143.622822 3356.834402 13985.385984
3378.592122 3975.271384 15150.622590
3238.384003 3966.419014 14547.399749
2445.582542 2989.132381 10662.589694
2212.765920 2327.068288 9622.303381
2320.406623 2769.649070 10095.977357
2997.045420 3773.581738 13222.569400
2449.681285 2618.339930 10462.731981
3370.839967 4096.472720 15119.123973
2395.579971 3180.542083 10537.284258
