=== SETTINGS ===
{'noise_lvl': 2, 'level': 1, 'add_noise': [('a', 0.1)], 'inner': 'a', 'noise_dens': 0.3, 'nb_occs': 250, 'p_down': 10, 'j': 0, 'p_up': 25, 'overlap': False}
20/20	(1.000)	9 << No cover match, worse code length
753.347806 1002.292817 2799.802065
684.664327 805.452234 2309.268009
781.703314 891.655754 2818.282460
729.237039 920.048539 2582.430953
914.768009 1136.927825 3283.176829
640.804458 872.894439 2255.004915
602.355253 747.647051 2129.441758
774.108314 909.712715 2765.828504
668.706073 893.939763 2336.744948
748.401175 965.059809 2800.448118
851.804297 1141.828650 3145.036719
610.745280 786.647051 2127.861213
604.581661 739.463971 2151.993143
623.120430 822.799282 2285.038854
692.779166 937.279457 2459.931381
859.844430 1014.228422 3132.696093
700.359842 922.719536 2512.819801
707.133431 741.101401 2435.608363
845.276363 1023.025183 3160.252708
803.303974 856.449681 2950.676048
