=== SETTINGS ===
{'noise_lvl': 2, 'level': 3, 'add_noise': [('a', 0.1)], 'inner': 'a', 'noise_dens': 0.1, 'nb_occs': 500, 'p_down': 5, 'j': 1, 'p_up': 10, 'overlap': False}
20/20	(1.000)	9 << No cover match, worse code length
917.025751 1375.971549 3285.182863
729.919620 1203.468596 2479.271851
1367.440801 2365.527714 5226.248670
798.999221 848.115881 2694.942999
1010.103206 1931.299146 3740.294672
1348.626730 2013.445274 5162.060856
905.628165 1452.071595 3278.132588
1118.778785 1830.569708 4307.093046
763.286718 990.180367 2632.835606
988.636907 1192.369250 3674.164962
1202.594275 1849.901107 4802.047295
1150.727642 1892.109435 4209.092763
1244.731824 1729.132107 4756.797056
1291.838204 1565.063710 4726.171909
820.947054 1182.138762 2893.356322
1210.546565 2031.833182 4616.988612
793.655474 804.896356 2781.953311
852.722046 1312.331836 3091.835774
1009.095631 1109.833797 3671.926758
911.718960 1798.869087 3321.983917
