=== SETTINGS ===
{'noise_lvl': 0, 'level': 1, 'add_noise': [('a', 0.1)], 'inner': 'a [d=1] c [d=2] d', 'noise_dens': 0.0, 'nb_occs': 500, 'p_down': 10, 'j': 3, 'p_up': 25, 'overlap': False}
20/20	(1.000)	9 << No cover match, worse code length
4870.312567 5699.228224 22871.927778
3604.617102 4008.386101 16845.614026
4686.773315 5516.914668 22138.673233
4253.130830 4760.453141 19728.742779
4337.332200 4349.137372 19807.709526
4345.350337 4494.309840 20100.077590
4058.339784 5406.250491 19337.762767
4464.759954 4582.838923 20542.000523
4417.892853 5454.123338 20932.585888
3433.827905 4051.510982 15855.019625
4629.864790 5869.933934 22138.363387
4359.691672 5020.868815 20651.467152
4062.590934 4156.337112 18814.857651
4399.024988 4684.217674 20468.231783
4919.388769 5210.364796 23394.484851
3625.238199 4281.644688 16820.717882
4722.583399 5859.891954 22525.151784
4564.361556 5778.332712 21512.502235
3750.639100 4666.020107 17492.068297
3919.378020 4594.682965 18318.810556
