=== SETTINGS ===
{'noise_lvl': 0, 'level': 2, 'add_noise': [('a', 0.1)], 'inner': 'a [d=1] c [d=2] d', 'noise_dens': 0.0, 'nb_occs': 500, 'p_down': 10, 'j': 3, 'p_up': 25, 'overlap': False}
20/20	(1.000)	9 << No cover match, worse code length
1615.033235 1936.225926 6937.426304
1645.139877 1956.689078 7007.028209
4151.485237 5459.727844 19426.391655
3108.343207 3831.983767 13925.260174
2035.141587 2524.719110 8878.912295
3280.217818 4211.255790 15044.854602
1512.691086 2166.106715 6513.187885
1886.760723 2841.303890 8314.048882
1865.485614 2047.791245 7986.005362
3802.464051 5574.535268 17629.848599
4185.803176 5040.184474 19354.897268
2000.730146 2925.245138 8851.166955
3162.518893 4038.642262 14309.213332
1092.781234 1651.301053 4407.552658
2218.582792 2576.343274 9760.409072
3295.181512 3838.202809 14618.420076
2027.986482 2436.963717 8797.862972
1545.046670 1744.917944 6429.656747
2277.144496 2532.024225 9850.582938
1685.590581 1931.812628 7071.310980
