=== SETTINGS ===
{'noise_lvl': 1, 'level': 1, 'add_noise': [('a', 0.1)], 'inner': 'a', 'noise_dens': 0.1, 'nb_occs': 250, 'p_down': 10, 'j': 0, 'p_up': 25, 'overlap': False}
20/20	(1.000)	9 << No cover match, worse code length
565.579428 722.549709 2178.326900
598.210223 677.517718 2269.749237
572.821561 778.784175 2258.064905
775.494462 823.009885 2965.675595
735.882738 963.072017 2960.095480
645.990306 716.196794 2419.253237
598.656996 781.769257 2339.522622
730.764794 887.761214 2871.039383
737.971978 925.939453 2952.046129
666.612022 928.127753 2704.159136
715.092982 956.191339 2966.857680
768.548610 1013.231127 3198.248948
767.330036 898.737881 2996.809784
569.658148 805.886744 2241.485439
725.893769 772.320004 2857.351685
674.549438 691.922306 2537.212017
783.214743 981.629228 3233.760285
583.739258 732.587778 2245.817765
695.637545 819.594091 2679.797545
585.160446 674.291135 2258.007273
