=== SETTINGS ===
{'noise_lvl': 2, 'level': 2, 'add_noise': [('a', 0.1)], 'inner': 'a', 'noise_dens': 0.1, 'nb_occs': 250, 'p_down': 10, 'j': 0, 'p_up': 25, 'overlap': False}
20/20	(1.000)	9 << No cover match, worse code length
315.392548 450.187593 1024.722501
579.763359 855.836874 2067.534274
614.401916 850.802011 2197.287749
475.858468 698.668495 1668.952491
279.470286 391.811648 845.190466
246.783631 319.679778 741.394065
305.505751 323.814232 967.796153
507.860110 914.307896 1859.372338
376.783839 766.530615 1314.682282
436.282696 685.708207 1505.478673
616.720650 810.208673 2131.265144
307.032150 371.125244 1074.991776
539.589139 693.937282 1847.567871
364.616349 444.700331 1261.230286
345.667185 454.864498 1108.268186
678.265796 1003.202188 2435.069803
345.373030 456.864805 1101.906778
566.778401 840.825499 1951.743285
428.553909 512.384244 1397.215050
472.835473 483.324743 1596.127966
