=== SETTINGS ===
{'noise_lvl': 1, 'level': 3, 'add_noise': [('a', 0.1)], 'inner': 'a [d=4] b', 'noise_dens': 0.1, 'nb_occs': 500, 'p_down': 10, 'j': 2, 'p_up': 25, 'overlap': False}
20/20	(1.000)	9 << No cover match, worse code length
2161.306817 3019.195806 9134.440684
1412.543224 2422.422887 5708.910593
2080.505513 3792.555594 8944.856686
2209.474443 3137.424677 9104.068237
2332.335562 3975.832802 9994.758918
2264.653570 3532.194945 9581.774926
1849.770906 2479.303752 7569.058914
1842.928097 2752.004996 7887.349004
1520.378197 2112.621720 6038.284106
1515.601294 2120.918350 6098.588544
1977.922104 2964.921910 8246.071297
1678.000192 2600.106225 6911.572618
1854.504776 3266.194417 7706.836283
2345.330516 3635.153863 10011.884985
2634.955859 3913.688826 11228.170739
2286.263636 2563.180657 9463.399784
1826.017392 2999.826864 7635.995760
1960.813045 3079.971636 8078.448954
1861.347355 2442.351001 7676.673360
2041.189713 2985.758114 8705.503843
