=== SETTINGS ===
{'noise_lvl': 1, 'level': 1, 'add_noise': [('a', 0.1)], 'inner': 'a', 'noise_dens': 0.2, 'nb_occs': 250, 'p_down': 10, 'j': 0, 'p_up': 25, 'overlap': False}
20/20	(1.000)	9 << No cover match, worse code length
816.471310 1051.321960 3195.216454
808.704045 973.093802 3131.017857
765.822726 871.656132 3001.308650
727.492818 930.928565 2778.206786
696.744493 785.532143 2728.334699
794.503625 1090.351077 3215.061697
644.944231 863.999549 2556.136935
546.390276 624.185340 2079.264871
806.238969 905.129435 3074.428652
683.242375 803.675240 2689.959212
797.014852 1029.158432 3164.679835
748.178831 1014.394555 2936.280195
557.808967 658.396939 2167.532944
854.495790 1157.694043 3318.905094
719.084283 747.090836 2631.923001
685.790319 871.884171 2686.893545
686.387528 812.649705 2634.959570
699.880977 889.986409 2772.103116
628.516235 876.983706 2417.028092
789.960692 1004.071169 3105.083102
