=== SETTINGS ===
{'noise_lvl': 2, 'level': 2, 'add_noise': [('a', 0.1)], 'inner': 'a', 'noise_dens': 0.3, 'nb_occs': 250, 'p_down': 10, 'j': 0, 'p_up': 25, 'overlap': False}
20/20	(1.000)	9 << No cover match, worse code length
568.140200 654.706172 1805.272855
417.129085 577.827113 1268.922782
564.420190 754.656854 1788.418997
366.180079 460.214082 1083.017305
424.098609 560.873180 1296.299720
355.462992 437.511663 1015.523778
773.925350 1022.909187 2645.671184
327.449621 452.885903 992.527044
639.867184 849.989639 2092.335102
276.332875 360.409749 805.198271
532.817954 758.012128 1690.931954
537.124202 623.219433 1780.181612
655.795387 957.826098 2060.495207
649.002085 762.162155 2204.110733
355.276056 446.706172 988.739137
563.361657 640.661778 1737.028085
368.005151 446.554169 1059.686454
382.900426 445.884135 1168.549948
719.833471 1015.602466 2494.288731
275.469192 355.879768 753.497182
