=== SETTINGS ===
{'noise_lvl': 3, 'level': 2, 'add_noise': [('a', 0.1)], 'inner': 'a', 'noise_dens': 0.3, 'nb_occs': 250, 'p_down': 10, 'j': 0, 'p_up': 25, 'overlap': False}
20/20	(1.000)	9 << No cover match, worse code length
685.759965 919.727710 2271.296246
783.990923 1041.879285 2471.082914
423.772619 517.838362 1281.643143
553.795542 753.491188 1810.961906
481.668257 702.907338 1534.231637
508.706838 686.281134 1544.669585
306.608158 449.380569 856.483583
455.274808 557.857011 1313.815700
615.375147 771.714889 1967.908152
651.741809 816.410150 1891.080350
644.554599 774.528391 2082.710013
576.285593 738.518100 1838.515088
292.885848 342.593889 680.117339
354.979367 425.948091 992.206304
728.779731 990.151292 2327.044277
559.098024 784.545049 1724.543945
640.610991 943.534570 2103.909757
261.956450 335.135216 678.300968
687.824690 696.698867 2130.630509
723.949471 1360.094578 2376.003073
