=== SETTINGS ===
{'noise_lvl': 3, 'level': 3, 'add_noise': [('a', 0.1)], 'inner': 'a', 'noise_dens': 0.3, 'nb_occs': 250, 'p_down': 10, 'j': 0, 'p_up': 25, 'overlap': False}
20/20	(1.000)	9 << No cover match, worse code length
559.364644 955.347814 1708.415983
587.877022 875.637317 1629.454635
395.873780 735.614237 1021.924124
524.872233 845.300323 1527.341292
646.490297 904.341399 1948.505980
534.540952 805.013533 1446.049875
472.360625 632.760047 1322.283603
476.269437 730.694536 1343.959698
464.668524 704.922520 1367.816882
466.216189 714.787511 1357.799518
459.329546 675.724993 1304.203030
691.634299 1081.965560 2136.501073
534.444292 707.605139 1624.436876
622.409533 1058.666788 1995.451990
366.331287 593.418174 974.683385
393.832051 554.885846 1135.375309
623.513902 758.518100 1838.515088
411.578348 622.858522 1199.482325
532.041194 754.667133 1479.275657
607.255829 747.938230 1930.197953
