=== SETTINGS ===
{'noise_lvl': 3, 'level': 1, 'add_noise': [('a', 0.1)], 'inner': 'a', 'noise_dens': 0.2, 'nb_occs': 250, 'p_down': 10, 'j': 0, 'p_up': 25, 'overlap': False}
20/20	(1.000)	9 << No cover match, worse code length
874.874295 1099.263938 3200.975122
606.386511 758.709447 2236.640355
738.815610 853.562242 2612.437716
779.765572 881.592515 2856.911292
593.004028 711.456194 2140.423288
656.813821 871.885780 2339.174594
655.024469 726.475107 2267.591992
842.144054 902.472087 3017.926435
721.364968 891.593165 2646.187118
827.301283 1026.036818 3026.707232
681.135420 920.967001 2473.410308
614.680123 728.073362 2219.570854
616.601770 647.983706 2221.574183
626.086320 815.739662 2285.876763
733.963433 779.191599 2611.173353
671.083351 695.942240 2345.439757
813.224665 1110.952955 3089.012660
882.751855 1044.673313 3181.041025
779.997668 1015.047209 2769.635231
644.042091 767.478975 2305.781118
