=== SETTINGS ===
{'noise_lvl': 1, 'level': 3, 'add_noise': [('a', 0.1)], 'inner': 'a', 'noise_dens': 0.2, 'nb_occs': 250, 'p_down': 10, 'j': 0, 'p_up': 25, 'overlap': False}
20/20	(1.000)	9 << No cover match, worse code length
381.112448 664.476258 1155.443149
459.929209 563.706172 1437.514885
533.185597 889.637079 1787.121437
519.781375 668.049134 1716.236084
540.793844 889.273313 1802.642511
428.962236 735.489828 1344.230112
350.613119 507.414817 1062.535910
410.801631 565.717208 1342.872184
606.365584 834.155180 2114.343559
508.158648 658.165993 1712.968211
560.959705 862.182138 1902.960300
412.709296 554.380807 1270.732583
533.424411 689.708336 1786.972936
626.070666 1215.866586 2183.279478
447.081545 629.171588 1424.611853
463.698914 855.443473 1522.403208
388.108734 487.114158 1154.777938
478.069111 591.830368 1542.849041
629.751378 863.393505 2181.342543
513.238075 950.897623 1697.747595
