=== SETTINGS ===
{'noise_lvl': 3, 'level': 3, 'add_noise': [('a', 0.1)], 'inner': 'a', 'noise_dens': 0.2, 'nb_occs': 250, 'p_down': 10, 'j': 0, 'p_up': 25, 'overlap': False}
20/20	(1.000)	9 << No cover match, worse code length
490.743113 644.268451 1547.762765
510.281711 678.485202 1604.662590
438.971076 655.320381 1346.247042
430.401140 665.042270 1299.238054
495.802739 674.029857 1525.345161
658.226349 1093.600901 2176.676221
512.885830 798.299756 1631.569734
562.967668 789.632272 1793.797198
425.861986 629.061968 1283.207790
661.145058 944.604778 2033.221097
363.018983 594.479730 982.188047
509.621747 757.115358 1500.282384
507.328409 685.551727 1558.783271
361.772761 511.797747 1042.134843
438.994866 679.747684 1247.861337
554.528879 905.888998 1793.664887
603.503889 874.253713 1940.682220
351.780055 473.651171 1033.687244
502.238843 786.723444 1554.493079
493.782508 683.628686 1576.635728
